,id_obra,ano,genero,ADJ,ADV,CARD,CJ,CL,CN,DA,DEM,DFR,DGT,DGTR,DM,EADR,EOE,EXC,GER,IA,IND,INF,INT,ITJ,LADV1,LADV2,LADV3,LADV4,LADV5,LADV6,LADV7,LCJ1,LCJ2,LCJ3,LCJ4,LCN1,LCN2,LDEM1,LDEM2,LDFR1,LDFR2,LDM1,LDM2,LITJ1,LITJ2,LITJ3,LPREP1,LPREP2,LPREP3,LPREP4,LPRS1,LPRS2,LQD1,LQD2,LREL1,LREL2,LTR,MGT,MTH,NP,ORD,PADR,PL,PNM,PNT,POSS,PP,PPA,PPT,PREP,PREPDA,PREPDEM,PRS,QNT,REL,STT,SYB,UM,V,VAUX,WD
1,1,1805,Drama,579,292,17,312,213,1434,1089,25,0,44,1,0,0,3,11,85,0,8,148,58,30,22,21,6,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,1102,2118,140,0,128,7,982,0,0,73,32,156,12,0,2,779,0,0
2,2,1906,Novel,466,422,12,498,317,1598,967,58,0,3,1,0,0,0,0,44,3,37,252,23,19,11,12,3,0,0,0,0,16,16,2,0,0,0,0,0,0,0,0,0,0,2,1,11,11,1,0,0,0,0,0,0,0,58,0,0,0,3,0,0,203,2142,87,0,230,17,813,0,0,93,72,191,2,0,169,1078,8,0
3,3,1892,Poetry,530,394,18,497,214,1601,995,95,0,69,9,0,0,3,3,61,1,13,177,37,25,17,18,8,0,0,0,0,11,11,4,0,0,0,0,0,0,0,0,0,0,1,0,14,9,0,0,0,0,0,0,0,0,29,0,6,0,9,1,0,538,1970,97,10,149,8,987,0,0,55,61,191,14,13,131,865,3,0
4,4,1914,Petry,338,450,3,476,357,1565,552,28,0,28,9,0,0,0,0,41,0,70,274,19,9,44,44,12,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,12,12,3,0,0,0,0,0,0,0,76,0,6,0,38,0,0,424,2265,102,63,172,9,849,0,0,207,70,140,6,0,127,1060,0,6
5,5,1899,Poetry,647,276,19,506,163,1741,1258,76,0,29,3,0,0,0,4,70,3,13,155,35,26,14,14,4,0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,1,0,0,18,15,1,0,0,0,0,0,0,0,89,0,2,0,8,0,0,537,1537,172,0,144,8,1211,2,0,89,63,213,5,9,99,679,3,1
6,6,1837,Poetry,651,305,5,290,255,2041,1268,35,0,5,0,0,0,0,5,45,0,0,170,55,35,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,571,1775,165,0,140,10,997,0,0,20,50,165,5,0,55,807,0,0
7,7,1915,Poem,447,274,20,398,135,1624,1091,45,0,16,0,0,0,0,0,8,0,28,393,0,172,8,12,4,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,73,0,4,0,12,0,0,906,1505,82,0,233,8,1456,0,0,155,24,94,4,20,28,681,0,4
8,8,1922,Tale,577,352,39,433,215,1907,1019,61,0,1,0,0,0,0,1,127,5,16,204,7,21,17,18,4,0,0,0,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,17,15,1,0,0,0,0,0,0,0,101,0,0,0,12,0,0,258,1797,103,0,207,25,1129,1,0,38,74,144,3,0,177,812,16,0
9,9,1921,Poem,532,408,13,524,189,1629,1102,63,0,0,7,2,0,0,0,147,0,18,176,29,23,10,10,2,0,0,0,0,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,10,7,2,0,0,0,0,0,0,0,52,0,5,0,0,0,0,382,1948,284,2,147,7,854,0,0,97,52,158,2,105,113,851,2,0
10,10,1921,Essay,335,547,45,394,216,1542,1103,61,0,3,3,0,0,1,0,6,11,30,382,1,3,20,23,9,0,0,0,0,20,20,15,0,0,0,0,0,0,0,0,0,0,0,0,30,30,6,0,0,0,0,0,0,0,26,0,0,0,9,0,0,398,1500,121,1,147,37,1031,0,0,169,96,213,0,99,172,1078,23,1
11,11,1805,Poetry,550,336,15,451,214,1338,856,30,0,38,7,7,0,0,0,76,0,7,107,45,38,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1086,2295,153,0,122,0,1048,0,0,91,38,160,0,45,7,757,0,0
12,12,1790,Poetry,739,272,12,285,116,1335,1089,64,0,0,0,0,0,0,12,77,0,77,25,25,116,12,12,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374,1919,155,0,155,12,946,0,0,64,51,220,12,129,25,622,0,0
13,13,1791,Drama,644,477,35,369,330,1300,946,67,0,3,0,0,0,0,0,99,0,27,190,103,47,7,7,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,838,1852,190,0,174,11,815,0,0,131,55,194,0,79,7,954,7,0
14,14,1805,Poetry,502,287,10,408,183,1070,918,23,0,156,23,0,0,2,2,39,0,31,117,15,13,5,2,0,0,0,0,0,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,26,0,0,0,2,2,0,1601,2216,149,0,112,10,918,0,0,83,28,159,15,125,10,688,0,0
15,15,1824,Poetry,590,146,21,356,174,1320,1009,24,0,253,5,2,0,10,2,54,0,8,195,46,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,2,0,0,0,16,5,0,1317,1927,78,2,209,5,1170,0,0,29,29,127,10,155,2,639,2,0
16,16,1917,Other,613,563,28,451,309,1914,1169,80,0,46,3,0,0,2,1,38,1,16,282,2,10,24,24,7,0,0,0,0,11,11,3,1,0,0,0,0,0,0,0,0,0,0,0,22,19,0,0,0,0,0,0,0,0,33,0,0,0,15,0,0,362,805,160,0,218,36,1317,1,0,128,100,155,2,14,151,814,16,0
17,17,1865,Chronicle,525,361,15,392,279,1717,1298,118,0,9,0,0,0,0,0,48,3,12,252,9,3,12,12,3,0,0,0,0,12,12,9,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,36,0,3,0,24,0,0,437,1325,106,0,145,27,1210,0,0,24,76,285,66,0,170,884,18,0
18,18,1906,Tale,606,393,40,439,262,1907,1074,68,0,8,0,0,0,0,0,110,6,17,167,4,13,16,17,4,0,0,0,0,10,10,4,0,0,0,0,0,0,0,0,0,0,0,0,13,11,2,0,0,0,0,0,0,0,36,0,0,0,7,0,0,152,1895,94,0,177,10,1154,0,0,20,71,156,0,2,167,828,3,0
19,19,1868,Novel,428,356,6,629,271,1395,801,155,0,40,3,0,0,1,5,116,0,19,250,62,6,10,10,1,0,0,0,0,14,13,4,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,681,1663,126,0,268,33,995,0,0,48,75,218,14,43,21,1159,6,0
20,20,1904,Novel,519,312,39,463,234,1594,1221,91,0,1,2,0,0,0,0,131,4,6,191,9,4,10,10,1,0,0,0,0,13,13,4,0,0,0,0,0,0,0,0,0,0,0,0,17,16,1,0,0,0,0,0,0,0,33,0,0,0,9,0,0,640,1431,108,0,220,17,1286,0,0,27,67,212,1,1,143,865,9,0
21,21,2003,Tale,477,703,79,490,339,1364,963,111,0,7,0,9,0,2,0,59,7,29,282,4,2,29,27,0,2,2,0,0,17,17,2,0,0,0,0,0,9,9,0,0,0,0,0,17,17,2,0,0,0,0,0,0,0,0,0,0,0,12,4,0,339,1562,84,2,170,32,1195,0,0,141,66,240,4,0,193,836,17,4
22,22,1963,Tale,548,327,40,327,223,2024,1303,46,1,1,0,0,0,0,0,60,5,40,272,2,1,16,16,9,0,0,0,0,8,8,1,0,0,0,0,0,0,1,0,0,0,0,0,24,23,2,2,0,0,0,0,0,0,0,0,1,0,8,0,0,287,1046,103,1,290,16,1575,0,0,38,95,201,2,0,175,802,8,0
23,23,1987,Novel,505,401,20,559,233,1746,1109,76,0,10,0,2,0,0,0,43,1,33,229,5,0,19,20,5,0,0,0,0,15,15,7,0,0,0,0,0,0,0,0,0,0,0,0,19,19,2,0,0,0,0,0,0,0,0,0,2,0,8,1,0,418,1160,110,0,203,17,1397,0,0,110,59,240,10,0,246,892,9,0
24,24,1954,Novel,509,461,18,520,289,1744,990,95,0,10,0,0,0,0,0,93,2,17,229,4,3,13,13,2,0,0,0,0,18,18,7,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,202,1468,142,0,222,20,1258,0,0,132,67,242,0,0,240,870,11,1
25,25,2008,Tale,407,535,31,640,293,1537,941,80,0,21,0,4,0,0,0,13,5,56,298,10,0,17,16,3,0,0,0,0,14,14,6,0,0,0,0,0,0,0,0,0,0,0,0,15,15,1,0,0,0,0,0,0,0,0,0,5,0,9,1,0,399,1293,64,1,167,21,1157,0,0,163,67,199,9,0,231,1201,12,0
26,26,2008,Anthology,585,472,14,538,230,1863,1180,92,0,1,0,0,0,0,0,26,1,38,250,6,0,21,21,5,0,0,0,0,19,19,10,0,0,0,0,0,0,0,0,0,0,0,0,18,18,1,0,0,0,0,0,0,0,0,0,1,0,7,0,0,190,1253,106,0,170,8,1218,0,0,90,63,250,4,0,254,931,2,0
27,27,1971,Tale,599,408,11,597,266,1875,1129,92,1,11,0,0,0,0,0,59,5,28,158,8,0,22,22,5,2,1,0,0,10,10,4,0,0,0,0,0,0,0,0,0,0,0,0,16,14,1,0,0,0,0,0,0,0,0,0,13,0,10,0,0,254,1325,103,0,215,4,1249,0,0,92,56,188,7,0,188,913,2,0
28,28,1982,Narrative,476,393,25,513,209,1639,1117,83,0,91,2,0,0,0,0,23,2,36,197,3,1,19,19,4,0,0,0,0,13,13,6,0,0,0,0,0,0,0,0,0,0,0,0,18,17,1,0,0,0,0,0,0,0,1,0,23,0,15,1,0,537,1430,98,0,169,13,1256,0,0,106,58,218,3,0,238,886,5,0
29,29,1971,Tale,510,500,26,517,287,1788,1029,66,0,0,0,0,0,0,0,71,4,49,213,7,4,23,23,0,0,0,0,0,14,14,2,0,0,0,0,0,0,0,0,0,2,2,0,18,16,2,0,0,0,0,0,0,0,0,0,0,0,7,7,0,128,1442,128,2,225,21,1293,0,0,102,71,218,4,0,218,913,11,7
30,30,1880-1881,Novel,448,433,56,486,208,1793,1324,89,0,28,3,0,0,0,0,104,2,8,202,5,1,25,26,3,10,2,0,0,19,19,8,0,0,0,0,0,0,0,0,0,0,0,0,28,26,4,1,0,0,0,0,0,0,5,0,15,0,8,0,0,477,1201,103,1,180,16,1473,0,0,25,87,183,19,0,86,726,8,1
31,31,1880,Essay,618,298,25,407,198,1650,1337,134,0,110,15,0,2,2,0,46,1,9,188,2,2,8,9,2,0,0,0,0,10,10,4,0,0,0,0,0,0,0,0,0,0,0,0,24,24,1,0,0,0,0,0,0,0,4,0,12,0,20,0,0,660,1251,115,1,164,18,1429,0,0,45,56,194,23,0,122,715,7,0
32,32,1880,Essay,599,309,24,411,215,1694,1285,119,0,132,11,0,0,1,0,56,2,11,182,6,4,10,10,1,0,0,0,0,9,10,4,0,0,0,0,0,0,0,0,0,0,0,0,19,19,1,0,0,0,0,0,0,0,6,0,12,0,20,1,0,624,1304,102,5,147,14,1429,0,0,51,56,183,27,0,142,701,7,0
33,33,1982,Tale,430,444,32,413,300,1584,1164,65,0,0,0,1,0,0,3,21,6,32,263,21,9,21,21,9,3,1,1,1,10,10,6,0,0,0,1,1,0,0,0,0,0,1,1,19,19,4,1,0,0,0,0,0,0,3,0,0,0,10,0,0,458,1778,93,1,134,22,1178,0,0,101,68,140,6,0,166,884,13,3
34,34,1862,Short story,293,463,49,526,329,1567,1089,96,0,7,1,1,0,0,0,61,4,21,260,9,3,9,9,2,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,1,1,0,15,15,2,0,0,0,0,0,0,0,0,0,2,0,8,0,0,382,1572,188,0,150,19,1144,0,0,184,53,190,9,0,113,1099,13,0
35,35,1865,Novel,396,419,41,489,304,1677,1110,111,0,4,2,0,1,1,1,56,7,10,236,11,6,8,9,2,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,2,1,0,0,0,0,0,0,1,0,10,0,0,450,1444,116,0,174,16,1281,0,0,129,54,205,57,0,95,982,6,0
36,36,1875,Short story,382,349,61,456,294,1646,1199,84,2,16,0,0,1,2,1,72,8,8,169,12,3,4,4,1,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,2,0,0,0,0,0,0,0,1,0,7,0,10,0,0,537,1570,101,0,184,12,1264,0,0,108,37,170,39,0,108,999,4,0
37,37,1876/77,Short story,332,436,60,499,286,1594,1140,97,0,16,2,2,1,1,0,69,7,16,206,13,12,5,5,1,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,3,0,0,0,0,0,0,0,4,0,3,0,7,0,0,414,1568,101,0,161,15,1177,0,0,153,47,207,43,0,115,1104,8,1
38,38,1877,Short story,324,376,85,460,316,1670,1282,103,1,18,0,0,0,1,1,75,5,17,212,18,5,7,8,2,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,11,11,0,0,0,0,4,0,5,0,13,0,0,387,1505,93,0,179,13,1257,0,0,131,27,169,31,0,96,994,7,2
39,39,1876,Short story,362,371,63,462,273,1695,1203,91,0,40,6,0,0,5,0,75,11,12,210,5,2,6,8,1,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,0,0,0,0,0,0,0,2,0,3,0,16,2,0,649,1273,105,0,181,22,1404,0,0,85,45,171,29,0,113,915,11,0
40,40,1876,Short story,394,368,60,484,328,1668,1150,104,0,10,2,1,0,0,0,72,8,13,211,12,7,11,12,1,0,0,0,0,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,1,0,0,0,0,0,0,0,0,0,2,0,13,0,0,442,1448,117,0,182,16,1277,0,0,113,43,180,32,0,115,1035,6,1
41,41,1927,Novel,627,412,33,535,217,1936,1250,86,0,8,0,0,0,0,0,58,2,28,154,2,1,26,26,7,0,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,29,28,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,207,1241,33,0,278,4,1311,0,0,46,93,202,19,0,219,840,1,0
42,42,1923,Chronicle,461,377,88,548,230,2003,1378,48,0,4,0,0,0,1,0,55,4,17,123,5,4,18,19,10,2,0,0,0,9,9,2,0,0,0,0,0,0,0,0,0,0,0,0,24,23,1,1,0,0,0,0,0,0,1,0,6,0,8,1,0,217,1393,38,0,214,8,1281,0,0,46,69,188,12,0,177,854,2,0
43,43,1996,Chronicle,435,587,41,739,274,1603,1092,76,0,1,0,2,0,0,0,51,1,41,237,4,12,22,22,2,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,31,29,4,2,0,0,0,0,0,0,1,0,4,0,3,0,0,259,1235,151,0,223,52,1086,0,0,138,71,136,8,0,148,1093,44,0
44,44,1735,Novel,282,580,121,860,354,1460,821,126,0,1,0,0,0,0,0,112,9,10,391,0,0,5,5,0,0,0,0,0,11,11,4,0,0,0,0,0,0,0,0,0,0,0,0,18,17,6,1,0,0,0,0,0,0,0,0,5,0,5,0,0,248,1264,124,0,114,23,1226,0,0,102,151,347,14,0,85,1048,15,0
45,45,1991,Essay,744,332,19,511,122,1639,1185,63,0,59,17,0,0,3,0,51,0,5,120,1,2,27,28,14,0,0,0,0,13,13,2,0,0,0,0,0,0,0,0,0,0,0,0,23,23,2,0,0,0,0,0,0,0,6,0,0,0,23,0,0,756,1598,66,2,158,7,1347,0,0,36,49,174,14,0,175,544,3,0
46,46,1921,Tale,463,533,35,501,282,1682,1116,48,0,4,0,0,0,0,0,122,25,19,299,8,3,19,19,8,3,3,3,0,14,14,9,0,0,0,0,0,0,0,0,0,0,0,0,21,17,1,1,0,0,0,0,0,0,0,0,6,0,8,0,0,265,1390,117,0,166,22,1181,0,0,116,82,179,33,1,224,901,12,3
47,47,1817,Letter,325,607,100,720,271,1292,716,136,1,170,3,0,0,0,0,43,8,21,239,1,0,9,9,0,0,0,0,0,27,27,9,0,0,0,0,0,0,0,0,0,0,0,0,27,27,7,5,0,0,0,0,0,0,1,0,12,0,9,0,0,334,1729,71,1,156,7,1190,0,0,211,171,211,18,0,104,932,3,14
48,48,1982,Novel,479,532,116,536,246,1856,1111,94,1,7,0,0,0,1,0,82,0,5,355,0,0,16,16,0,1,0,0,0,31,31,18,0,0,0,0,0,0,0,0,0,0,0,0,43,41,1,0,0,0,0,0,0,0,0,0,7,0,24,0,0,110,893,148,0,257,20,1491,0,0,50,110,235,1,0,189,814,7,0
49,49,1981,Tale,546,464,15,461,225,1802,984,47,0,0,2,0,0,0,0,76,7,26,233,2,2,23,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,368,1395,45,5,374,23,1528,0,0,29,74,167,0,0,225,729,13,7
50,50,1983,Tale,427,397,36,471,224,1775,1138,110,0,14,0,0,0,0,0,44,3,22,283,3,11,36,36,14,0,0,0,0,22,22,11,0,0,0,0,0,0,0,0,0,0,0,0,33,33,3,0,0,0,0,0,0,0,0,11,11,0,11,33,0,408,1255,51,0,235,55,1543,0,0,11,92,176,3,0,184,692,44,0
51,51,2001,Tale,354,421,26,541,235,2014,1145,97,0,0,0,0,0,0,0,14,3,22,279,3,0,0,0,3,3,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,11,0,0,0,0,0,0,0,3,0,0,0,3,0,0,134,1223,111,0,205,3,1514,0,0,220,63,167,11,0,227,847,0,0
52,52,1981,Tale,460,428,44,464,245,1964,1200,77,0,0,0,0,0,0,0,60,5,18,229,4,1,20,21,3,0,0,0,0,12,12,3,0,0,0,0,0,0,0,0,0,0,0,0,27,26,3,0,0,0,0,0,0,0,2,0,0,0,11,0,0,129,1314,59,0,311,22,1439,0,0,54,98,180,7,0,204,801,14,0
53,53,2011,Tale,449,550,20,521,276,1598,841,72,2,0,0,0,0,0,0,64,10,20,284,7,2,18,20,2,0,0,0,0,12,12,7,0,0,0,2,2,0,0,0,0,0,0,0,12,15,2,0,0,0,0,0,0,0,0,0,0,0,7,7,0,206,1789,25,0,229,36,1234,0,0,191,25,116,0,0,271,991,25,5
54,54,1981,Tale,447,464,31,441,301,1804,1124,92,0,0,0,0,0,0,0,81,11,11,235,4,3,24,28,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,33,29,4,1,0,0,0,0,0,0,1,0,0,0,13,0,0,94,1477,69,0,286,28,1313,0,0,92,109,185,11,0,210,888,21,0
55,55,18??,Poetry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,56,1957,Novel,619,555,55,531,268,1817,1243,64,0,7,0,0,0,0,0,117,5,14,209,1,0,26,28,8,0,0,0,0,21,23,2,0,0,0,0,0,0,0,0,0,0,0,0,29,29,3,2,0,0,0,0,2,2,0,0,3,0,7,0,0,149,1282,84,0,222,11,1362,0,0,42,85,223,8,0,107,705,1,0
57,57,1954,Tale,411,673,21,503,386,1461,959,92,0,0,0,0,0,0,0,45,9,25,315,12,3,32,30,7,0,0,0,0,32,32,19,0,0,0,1,1,0,0,1,1,0,0,0,28,27,1,0,0,0,0,0,0,0,0,1,0,0,12,0,0,66,1632,124,1,120,45,1042,0,0,214,88,202,1,0,187,1086,28,0
58,58,2014,Tale,519,328,41,314,314,1901,1518,68,0,0,0,0,0,0,0,136,13,27,191,0,0,13,13,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,1149,27,0,123,0,1586,0,0,82,0,300,0,0,164,779,0,0
59,59,1891,Tale,527,669,56,422,329,1446,1045,107,0,0,0,0,0,0,4,116,2,21,228,11,35,25,25,7,0,0,0,0,11,11,0,0,0,0,0,0,0,0,2,2,0,0,0,21,23,2,0,0,0,0,0,0,0,2,0,0,0,9,0,0,175,1899,37,0,156,28,1057,0,0,105,60,182,0,0,107,1001,21,0
60,60,1891,Tale,363,615,35,474,324,1383,982,102,0,3,0,3,0,0,1,105,7,22,224,16,23,20,20,6,0,0,0,0,14,14,3,0,0,0,0,0,0,0,1,1,0,0,0,14,11,1,0,0,0,0,0,0,0,3,0,0,0,6,0,0,283,2136,64,1,152,24,1003,0,0,128,75,183,14,0,123,976,15,0
61,61,1891,Tale,255,641,13,483,460,1128,895,88,0,0,0,9,0,0,0,93,11,27,263,9,29,18,18,11,0,0,0,0,8,8,3,0,0,0,1,1,0,0,1,1,0,0,0,19,16,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,330,2488,47,1,123,16,842,0,0,182,51,177,1,0,103,1095,6,0
62,62,1891,Tale,460,560,35,471,270,1539,1127,57,0,0,0,4,0,0,0,152,2,13,161,0,2,28,28,8,0,0,0,0,19,19,4,0,0,0,2,2,0,0,0,0,0,0,0,15,13,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,270,1863,42,0,163,33,1125,0,0,90,70,214,2,0,115,963,31,0
63,63,1891,Tale,288,644,35,379,339,1304,948,162,0,0,0,3,0,0,0,122,0,23,233,27,35,11,11,7,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,19,11,3,3,0,0,0,0,0,0,0,0,0,0,7,0,0,458,2280,43,0,94,11,1003,0,0,130,63,205,43,0,102,916,3,0
64,64,1891,Tale,231,528,14,505,321,1090,835,66,0,0,0,0,0,0,0,70,4,23,212,56,75,0,0,0,0,0,0,0,9,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,2695,94,0,99,4,821,0,0,221,37,179,0,0,103,1109,0,0
